"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Mar/22";"Fev/22";"Jan/22";"Competência";"Data de atualização"
"UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP. ODONT. (347183)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"ODONTOVIDA LTDA ME (418200)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO LEOPOLDINA - COOPERATIVA ODONTOLÓGICA (401919)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO DE RECIFE - COOPERATIVA ODONTOLÓGICA (305740)";"Odontológica";"Pequeno";"4";"6";"0,00";"   4,79";"   4,79";"202201";"19/02/2022 09:24:50"
"UNIODONTO FRONTEIRA OESTE/RS COOPERATIVA ODONTOLÓGICA LTDA. (341894)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO COOPERATIVA ODONTOLÓGICA DO SERIDÓ LTDA (343919)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"INTEGRAL SERVIÇOS ODONTOLÓGICOS LTDA. (359394)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"SISDENTE - SISTEMA INTEGRADO DE SAÚDE DENTAL LTDA. (344095)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO ATHENAS PAULISTA - COOPERATIVA ODONTOLÓGICA (340120)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"CENTRO ODONTOLOGICO INTEGRADO EIRELI (314757)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO DE NOVA IGUAÇU COOPERATIVA ODONTOLÓGICA (411701)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"TOP DOCTOR'S ODONTOLOGIA LTDA (416193)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"ORAL GAM ASSISTENCIA ODONTOLÓGICA LTDA (418447)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"SOPREVI SERVIÇO ODONTOLÓGICO PREVENTIVO INTEGRADO LTDA (403245)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"BENEFICENCIA CAMILIANA DO SUL (318299)";"Médico Hospitalar";"Médio";"83";"104";"   2,25";"   2,54";"   2,25";"202201";"19/02/2022 09:24:50"
"UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA (303356)";"Médico Hospitalar";"Médio";"120";"122";"   1,25";"   2,10";"   2,38";"202201";"19/02/2022 09:24:50"
"CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO (386596)";"Médico Hospitalar";"Médio";"146";"155";"   0,92";"   2,76";"   1,39";"202201";"19/02/2022 09:24:50"
"UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA. (352314)";"Médico Hospitalar";"Médio";"187";"203";"   0,42";"   0,44";"   0,88";"202201";"19/02/2022 09:24:50"
"UNIMED LITORAL SUL/RS - COOPERATIVA MÉDICA LTDA. (300136)";"Médico Hospitalar";"Médio";"197";"203";"   0,28";"   0,56";"   0,56";"202201";"19/02/2022 09:24:50"
"SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO (420077)";"Médico Hospitalar";"Médio";"173";"183";"   0,57";"   0,57";"   1,00";"202201";"19/02/2022 09:24:50"
"UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA. (356581)";"Médico Hospitalar";"Médio";"147";"185";"   0,91";"   2,29";"   2,29";"202201";"19/02/2022 09:24:50"
"UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO (336106)";"Médico Hospitalar";"Médio";"171";"176";"   0,61";"   0,85";"   1,10";"202201";"19/02/2022 09:24:50"
"UNIMED DE ASSIS COOPERATIVA DE TRABALHO MÉDICO (300713)";"Médico Hospitalar";"Médio";"206";"215";"0,00";"   0,29";"   0,58";"202201";"19/02/2022 09:24:50"
"UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (356417)";"Médico Hospitalar";"Médio";"116";"120";"   1,32";"   1,59";"   1,58";"202201";"19/02/2022 09:24:50"
"UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO (306126)";"Médico Hospitalar";"Médio";"177";"221";"   0,51";"   0,51";"   0,51";"202201";"19/02/2022 09:24:50"
"COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE (337188)";"Médico Hospitalar";"Médio";"110";"136";"   1,44";"   1,57";"   1,70";"202201";"19/02/2022 09:24:50"
"UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO (345458)";"Médico Hospitalar";"Médio";"137";"195";"   0,98";"   1,46";"   0,98";"202201";"19/02/2022 09:24:50"
"UNIMED PLANALTO MÉDIO- COOPERATIVA DE SERVIÇOS MÉDICOS LTDA (319384)";"Médico Hospitalar";"Médio";"123";"147";"   1,20";"   1,51";"   1,81";"202201";"19/02/2022 09:24:50"
"UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA (319708)";"Médico Hospitalar";"Médio";"182";"200";"   0,45";"   1,35";"   1,35";"202201";"19/02/2022 09:24:50"
"UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO (351407)";"Médico Hospitalar";"Médio";"174";"197";"   0,57";"   0,57";"   0,84";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO BENEFICENTE CATÓLICA (322326)";"Médico Hospitalar";"Médio";"206";"221";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA (422151)";"Médico Hospitalar";"Pequeno";"8";"31";"  57,40";" 134,10";" 275,10";"202201";"19/02/2022 09:24:50"
"UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO (324213)";"Médico Hospitalar";"Pequeno";"2";"7";" 138,80";" 208,42";" 268,13";"202201";"19/02/2022 09:24:50"
"HOSPITAL BOM SAMARITANO S/S LTDA (419362)";"Médico Hospitalar";"Pequeno";"5";"7";"  88,06";" 150,09";" 110,53";"202201";"19/02/2022 09:24:50"
"INTERCLÍNICAS DO BRASIL ASSISTENCIA MÉDICA LTDA (420841)";"Médico Hospitalar";"Pequeno";"7";"28";"  59,48";"  77,62";"  77,32";"202201";"19/02/2022 09:24:50"
"GOOD LIFE SAUDE LTDA (305995)";"Médico Hospitalar";"Pequeno";"13";"17";"  39,96";"  45,47";"  45,47";"202201";"19/02/2022 09:24:50"
"UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO (344141)";"Médico Hospitalar";"Pequeno";"14";"24";"  32,66";"  82,19";"  48,99";"202201";"19/02/2022 09:24:50"
"SANTA LUZIA ASSISTENCIA MEDICA S.A. (358509)";"Médico Hospitalar";"Pequeno";"28";"33";"  15,40";"  19,17";"  19,25";"202201";"19/02/2022 09:24:50"
"FUNDAÇÃO SÃO FRANCISCO XAVIER (339954)";"Médico Hospitalar";"Grande";"63";"65";"   2,16";"   2,37";"   2,50";"202201";"19/02/2022 09:24:50"
"UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA (317896)";"Médico Hospitalar";"Médio";"3";"3";"  26,43";"  90,77";"  32,56";"202201";"19/02/2022 09:24:50"
"BIOVIDA SAÚDE LTDA. (415111)";"Médico Hospitalar";"Médio";"11";"12";"  13,75";"  16,39";"  17,10";"202201";"19/02/2022 09:24:50"
"SANTA CASA DE MAUÁ SAÚDE (421197)";"Médico Hospitalar";"Médio";"12";"14";"  12,67";"  16,28";"  16,71";"202201";"19/02/2022 09:24:50"
"PLAMED PLANO DE ASSISTENCIA MEDICA LTDA (343463)";"Médico Hospitalar";"Médio";"10";"15";"  14,99";"  19,71";"  17,29";"202201";"19/02/2022 09:24:50"
"UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA (311961)";"Médico Hospitalar";"Médio";"37";"45";"   6,85";"  13,09";"  13,09";"202201";"19/02/2022 09:24:50"
"UNIÃO MÉDICA PLANOS DE SAÚDE S/A (414581)";"Médico Hospitalar";"Médio";"28";"38";"   7,76";"   9,76";"  11,39";"202201";"19/02/2022 09:24:50"
"UNIHOSP SERVIÇOS DE SAÚDE S.A (412538)";"Médico Hospitalar";"Médio";"59";"63";"   4,13";"   5,07";"   5,46";"202201";"19/02/2022 09:24:50"
"QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA. (418170)";"Médico Hospitalar";"Médio";"54";"61";"   4,40";"   5,12";"   4,80";"202201";"19/02/2022 09:24:50"
"NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA. (372609)";"Médico Hospitalar";"Médio";"57";"66";"   4,22";"   5,31";"   5,32";"202201";"19/02/2022 09:24:50"
"FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL (317233)";"Médico Hospitalar";"Médio";"71";"84";"   3,30";"   3,73";"   4,14";"202201";"19/02/2022 09:24:50"
"INSTITUTO DE ODONTOLOGIA DO MARANHÃO LTDA. (414981)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"BEST SENIOR OPERADORA DE SAÚDE LTDA (421766)";"Médico Hospitalar";"Pequeno";"23";"19";"  18,61";"  37,16";"  37,16";"202201";"19/02/2022 09:24:50"
"OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA (354511)";"Médico Hospitalar";"Pequeno";"39";"41";"  10,10";"  10,82";"  11,54";"202201";"19/02/2022 09:24:50"
"UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO (363286)";"Médico Hospitalar";"Pequeno";"52";"60";"   5,57";"   6,37";"   7,16";"202201";"19/02/2022 09:24:50"
"R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA (420271)";"Médico Hospitalar";"Pequeno";"60";"154";"   4,47";"   6,75";"   7,85";"202201";"19/02/2022 09:24:50"
"PROMED BRASIL ASSISTÊNCIA MÉDICA LTDA. (346471)";"Médico Hospitalar";"Pequeno";"41";"45";"   9,14";"   9,90";"   9,90";"202201";"19/02/2022 09:24:50"
"UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO (325082)";"Médico Hospitalar";"Pequeno";"70";"79";"   3,51";"   5,27";"   3,51";"202201";"19/02/2022 09:24:50"
"MEDGOLD ASSISTENCIA MEDICA LTDA - ME (419753)";"Médico Hospitalar";"Pequeno";"73";"77";"   3,44";"   6,57";"   3,54";"202201";"19/02/2022 09:24:50"
"UNIMED COSTA VERDE RJ (311146)";"Médico Hospitalar";"Pequeno";"95";"103";"   2,45";"   2,51";"   2,51";"202201";"19/02/2022 09:24:50"
"IDEAL SAÚDE ASSISTÊNCIA MÉDICA AMBULATORIAL LTDA (420751)";"Médico Hospitalar";"Pequeno";"55";"58";"   4,90";"  10,20";"   7,67";"202201";"19/02/2022 09:24:50"
"UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO (351776)";"Médico Hospitalar";"Pequeno";"124";"132";"   1,48";"   4,47";"   2,96";"202201";"19/02/2022 09:24:50"
"VIVACOM PLANOS DE SAÚDE (361461)";"Médico Hospitalar";"Pequeno";"138";"145";"   1,30";"   3,27";"   2,60";"202201";"19/02/2022 09:24:50"
"TUIUIU ADMINISTRADORES DE PLANO DE SAUDE LTDA (412252)";"Médico Hospitalar";"Pequeno";"179";"159";"0,00";"   2,99";"   3,01";"202201";"19/02/2022 09:24:50"
"UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO (366064)";"Médico Hospitalar";"Pequeno";"130";"140";"   1,39";"   1,40";"   1,40";"202201";"19/02/2022 09:24:50"
"UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO (323004)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"   2,01";"202201";"19/02/2022 09:24:50"
"COMPANHIA DE ENGENHARIA DE TRAFEGO - CET (330051)";"Médico Hospitalar";"Pequeno";"179";"186";"0,00";"   1,01";"   1,01";"202201";"19/02/2022 09:24:50"
"UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO (362573)";"Médico Hospitalar";"Pequeno";"78";"120";"   3,10";"   3,10";"   3,10";"202201";"19/02/2022 09:24:50"
"SBC SAÚDE LTDA. (412058)";"Médico Hospitalar";"Pequeno";"179";"186";"0,00";"   1,64";"0,00";"202201";"19/02/2022 09:24:50"
"SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA. (415901)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO (372561)";"Médico Hospitalar";"Pequeno";"161";"180";"   0,70";"   0,70";"   1,42";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO SÃO LUIZ SAÚDE (421006)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA (416410)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO (344885)";"Médico Hospitalar";"Grande";"11";"10";"   8,98";"  11,48";"  12,91";"202201";"19/02/2022 09:24:50"
"VISION MED ASSISTÊNCIA MÉDICA LTDA (403911)";"Médico Hospitalar";"Grande";"19";"21";"   7,78";"   8,76";"  10,03";"202201";"19/02/2022 09:24:50"
"UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MÉDICO (321044)";"Médico Hospitalar";"Grande";"27";"26";"   6,71";"   7,59";"   7,37";"202201";"19/02/2022 09:24:50"
"UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO (382876)";"Médico Hospitalar";"Grande";"33";"36";"   5,38";"   5,89";"   6,45";"202201";"19/02/2022 09:24:50"
"UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS (312720)";"Médico Hospitalar";"Grande";"51";"53";"   3,30";"   3,71";"   3,70";"202201";"19/02/2022 09:24:50"
"UNIMED VIÇOSA - COOPERATIVA DE TRABALHO MÉDICO (314587)";"Médico Hospitalar";"Pequeno";"59";"108";"   4,58";"   4,58";"   4,59";"202201";"19/02/2022 09:24:50"
"FUNDAÇÃO ASSISTENCIAL DOS EMPREGADOS DA CESAN (329665)";"Médico Hospitalar";"Pequeno";"42";"92";"   8,37";"   8,37";"   8,37";"202201";"19/02/2022 09:24:50"
"UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA. (355593)";"Médico Hospitalar";"Pequeno";"152";"161";"   0,95";"   1,91";"   1,91";"202201";"19/02/2022 09:24:50"
"UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO (366340)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL SÃO VICENTE (353264)";"Médico Hospitalar";"Pequeno";"179";"183";"0,00";"   2,73";"   1,35";"202201";"19/02/2022 09:24:50"
"OPERADORA DE PLANOS PRIVADOS DE ASSISTENCIA A SAUDE CONSAUDE S/S LTDA (350729)";"Médico Hospitalar";"Pequeno";"174";"190";"   0,53";"   1,06";"   2,14";"202201";"19/02/2022 09:24:50"
"COMPANHIA NACIONAL DE ABASTECIMENTO - CONAB (334189)";"Médico Hospitalar";"Pequeno";"146";"196";"   1,08";"   1,08";"   1,08";"202201";"19/02/2022 09:24:50"
"SISTEMA TOTAL DE SAÚDE LTDA. (402001)";"Médico Hospitalar";"Pequeno";"108";"164";"   2,06";"   2,06";"   2,06";"202201";"19/02/2022 09:24:50"
"UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA (347736)";"Médico Hospitalar";"Pequeno";"91";"98";"   2,59";"   2,60";"   2,60";"202201";"19/02/2022 09:24:50"
"IRMANDADE DE MISERICORDIA DE PORTO FERREIRA (329355)";"Médico Hospitalar";"Pequeno";"164";"182";"   0,64";"   1,28";"   1,28";"202201";"19/02/2022 09:24:50"
"CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO (363855)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO (347108)";"Médico Hospitalar";"Pequeno";"170";"176";"   0,55";"   1,66";"   1,66";"202201";"19/02/2022 09:24:50"
"ASSOCIACAO DE SAUDE HOLAMBRA (360783)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
" CAIXA DE ASSISTÊNCIA DO SETOR DE ENERGIA -EVIDA -ASSISTÊNCIA À SAÚDE (418374)";"Médico Hospitalar";"Pequeno";"44";"63";"   7,79";"   7,56";"   7,56";"202201";"19/02/2022 09:24:50"
"UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO (365530)";"Médico Hospitalar";"Pequeno";"179";"186";"0,00";"   0,97";"0,00";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA A SAÚDE DOS JUÍZES DO TRABALHO DA 15ª REGIÃO (ABAS 15) (304131)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS (333875)";"Médico Hospitalar";"Pequeno";"83";"172";"   2,77";"   3,69";"   3,69";"202201";"19/02/2022 09:24:50"
"MINERAÇÃO CARAÍBA S/A (416703)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO (341819)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"SANTA CASA DE MISERICÓRDIA DE TUPÃ (306045)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA. (359033)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"G & M ASSESSORIA MEDICA EMPRESARIAL LTDA - EPP (409286)";"Médico Hospitalar";"Pequeno";"179";"186";"0,00";"  23,68";"  23,51";"202201";"19/02/2022 09:24:50"
"VOLVO DO BRASIL VEÍCULOS LTDA. (414247)";"Médico Hospitalar";"Pequeno";"156";"186";"   0,83";"   0,83";"   0,83";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO (418731)";"Médico Hospitalar";"Pequeno";"179";"183";"0,00";"   0,94";"   0,93";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE (420816)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ESTADO DE GOIÁS (306754)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"   3,00";"202201";"19/02/2022 09:24:50"
"DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL (357669)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"HOSPITAL DE PRONTOCLINICA LTDA. (341941)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS (344915)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"CAIXA DE ASSISTÊNCIA À SAUDE DOS EMPREGADOS DA CODEVASF - CASEC (412295)";"Médico Hospitalar";"Pequeno";"100";"109";"   2,29";"   2,29";"   2,31";"202201";"19/02/2022 09:24:50"
"CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME (344184)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE (410128)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"   1,45";"   1,45";"202201";"19/02/2022 09:24:50"
"CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU (414026)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL (420701)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"RBS PARTICIPAÇÕES S/A (418862)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"COMPANHIA DAS DOCAS DO ESTADO DA BAHIA - CODEBA (419796)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"ODONTOPREV S/A (301949)";"Odontológica";"Grande";"2";"3";"   0,48";"   0,57";"   0,58";"202201";"19/02/2022 09:24:50"
"ALPHA SERVIÇOS DE SAÚDE LTDA (422754)";"Médico Hospitalar";"Pequeno";"179";"196";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"MED LIFE OPERADORA ODONTOLÓGICA LTDA (421880)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA. (322890)";"Odontológica";"Médio";"3";"4";"   0,84";"   0,86";"   0,84";"202201";"19/02/2022 09:24:50"
"ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA (417220)";"Odontológica";"Médio";"13";"20";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA (358339)";"Odontológica";"Médio";"13";"20";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA (381144)";"Odontológica";"Médio";"13";"20";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE (345318)";"Odontológica";"Médio";"13";"17";"0,00";"   0,13";"   0,13";"202201";"19/02/2022 09:24:50"
"COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ (365785)";"Odontológica";"Médio";"13";"20";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"PARRA ODONTOLOGIA LTDA (415782)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"PREV  ASSISTÊNCIA ODONTOLÓGICA LTDA (335410)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"INTERDENTAL ODONTOLOGIA INTEGRADA LTDA. (312525)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"COOPERCISO - CENTRO INTEGRADO DE SERVIÇO ODONTOLÓGICO S/S LTDA. (353892)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"DENTSY ODONTOLOGIA S/S LTDA. (414425)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA (373109)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO PAULO AFONSO COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA. (402109)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"ORTOVIDE CLÍNICA ORTODÔNTICA LTDA (416665)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"E F SOBRINHO EIRELI - ME (420778)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"CDA - ASSISTÊNCIA ODONTOLÓGICA LTDA - EPP (415952)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"ARM ODONTOLOGIA LTDA. (352152)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"   1,10";"202201";"19/02/2022 09:24:50"
"UNIODONTO ITAPERUNA/RJ COOPERATIVA DE TRABALHO ODONTOLOGICO (317772)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"SITTO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO (416266)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"ODONTO PLUS CONVENIO ODONTOLOGICO SOCIEDADE SIMPLES LTDA (405671)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"ODONTOREAL LTDA. (412040)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO DE TAQUARITINGA COOPERATIVA ODONTOLÓGICA (350290)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"UNIODONTO DOURADOS - COOPERATIVA ODONTOLÓGICA (313807)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
"CLINICA ODONTOLOGICA ODONTOPLAN LTDA (410071)";"Odontológica";"Pequeno";"4";"9";"0,00";"0,00";"0,00";"202201";"19/02/2022 09:24:50"
